Geneid,wt_CON,wt_DOX
ENSMUSG00000099544,0,0
ENSMUSG00000099545,0,0
ENSMUSG00000099549,0,0
ENSMUSG00000099552,0,0
ENSMUSG00000099553,0,0
ENSMUSG00000099556,5,1
ENSMUSG00000099558,0,0
ENSMUSG00000099560,0,0
ENSMUSG00000099561,0,0
ENSMUSG00000099562,0,0
ENSMUSG00000099563,0,0
ENSMUSG00000099564,0,2
ENSMUSG00000099568,2,0
ENSMUSG00000099569,6,0
ENSMUSG00000099571,0,0
ENSMUSG00000099574,0,0
ENSMUSG00000099576,0,2
ENSMUSG00000099577,0,0
ENSMUSG00000099578,0,0
ENSMUSG00000099579,0,0
ENSMUSG00000099581,0,0
ENSMUSG00000099582,0,0
ENSMUSG00000099583,4,578
ENSMUSG00000099584,0,0
ENSMUSG00000099587,0,0
ENSMUSG00000099590,0,1
ENSMUSG00000099591,0,0
ENSMUSG00000099592,0,0
ENSMUSG00000099596,0,0
ENSMUSG00000099598,0,0
ENSMUSG00000099599,0,0
ENSMUSG00000099600,0,1
ENSMUSG00000099603,0,0
ENSMUSG00000099604,0,0
ENSMUSG00000099605,0,0
ENSMUSG00000099608,0,0
ENSMUSG00000099609,0,0
ENSMUSG00000099610,0,0
ENSMUSG00000099611,0,0
ENSMUSG00000099612,0,0
ENSMUSG00000099615,0,0
ENSMUSG00000099616,0,0
ENSMUSG00000099617,0,0
ENSMUSG00000099620,0,0
ENSMUSG00000099622,0,0
ENSMUSG00000099623,0,0
ENSMUSG00000099624,0,0
ENSMUSG00000099625,0,0
ENSMUSG00000099627,0,0
ENSMUSG00000099629,0,0
ENSMUSG00000099630,0,0
ENSMUSG00000099631,8,0
ENSMUSG00000099632,40,47
ENSMUSG00000099634,4,2
ENSMUSG00000099639,0,0
ENSMUSG00000099640,0,0
ENSMUSG00000099644,0,0
ENSMUSG00000099647,28,9
ENSMUSG00000099648,0,0
ENSMUSG00000099655,22,9
ENSMUSG00000099656,0,0
ENSMUSG00000099657,0,0
ENSMUSG00000099658,0,0
ENSMUSG00000099659,0,0
ENSMUSG00000099662,33,10
ENSMUSG00000099664,0,0
ENSMUSG00000099665,0,0
ENSMUSG00000099669,0,0
ENSMUSG00000099671,0,0
ENSMUSG00000099672,0,0
ENSMUSG00000099673,0,0
ENSMUSG00000099681,150,96
ENSMUSG00000099683,0,0
ENSMUSG00000099686,0,0
ENSMUSG00000099687,0,0
ENSMUSG00000099689,172,123
ENSMUSG00000099690,0,0
ENSMUSG00000099691,0,0
ENSMUSG00000099692,0,0
ENSMUSG00000099693,7,2
ENSMUSG00000099694,0,0
ENSMUSG00000099696,0,0
ENSMUSG00000099698,0,0
ENSMUSG00000099701,0,0
ENSMUSG00000099702,0,0
ENSMUSG00000099706,0,0
ENSMUSG00000099707,0,2
ENSMUSG00000099708,4,8
ENSMUSG00000099714,0,0
ENSMUSG00000099715,0,0
ENSMUSG00000099717,0,0
ENSMUSG00000099718,2,2
ENSMUSG00000099719,0,0
ENSMUSG00000099722,0,0
ENSMUSG00000099724,0,0
ENSMUSG00000099729,0,0
ENSMUSG00000099732,0,0
ENSMUSG00000099741,0,0
ENSMUSG00000099744,0,0
ENSMUSG00000099749,0,0
ENSMUSG00000099750,0,0
ENSMUSG00000099752,0,0
ENSMUSG00000099753,0,0
ENSMUSG00000099754,0,0
ENSMUSG00000099757,1543,415
ENSMUSG00000099759,31,9
ENSMUSG00000099760,84,70
ENSMUSG00000099762,0,0
ENSMUSG00000099764,546,94
ENSMUSG00000099765,0,0
ENSMUSG00000099767,0,0
ENSMUSG00000099768,0,0
ENSMUSG00000099770,0,0
ENSMUSG00000099771,0,0
ENSMUSG00000099772,0,0
ENSMUSG00000099773,8,2
ENSMUSG00000099774,0,0
ENSMUSG00000099775,4,0
ENSMUSG00000099779,14,4
ENSMUSG00000099781,0,0
ENSMUSG00000099784,0,0
ENSMUSG00000099787,0,0
ENSMUSG00000099795,0,0
ENSMUSG00000099796,0,11
ENSMUSG00000099801,0,0
ENSMUSG00000099802,0,0
ENSMUSG00000099803,0,0
ENSMUSG00000099804,4,0
ENSMUSG00000099808,0,0
ENSMUSG00000099809,0,4
ENSMUSG00000099810,0,1
ENSMUSG00000099811,0,0
ENSMUSG00000099812,0,0
ENSMUSG00000099816,0,0
ENSMUSG00000099819,0,0
ENSMUSG00000099820,0,0
ENSMUSG00000099821,0,0
ENSMUSG00000099823,0,0
ENSMUSG00000099825,8,8
ENSMUSG00000099826,0,0
ENSMUSG00000099827,0,0
ENSMUSG00000099835,7,0
ENSMUSG00000099839,0,0
ENSMUSG00000099842,0,0
ENSMUSG00000099843,402,276
ENSMUSG00000099845,0,0
ENSMUSG00000099846,0,0
ENSMUSG00000099847,0,0
ENSMUSG00000099848,0,0
ENSMUSG00000099850,0,0
ENSMUSG00000099851,0,0
ENSMUSG00000099853,0,0
ENSMUSG00000099854,0,0
ENSMUSG00000099858,98,64
ENSMUSG00000099860,0,0
ENSMUSG00000099863,0,0
ENSMUSG00000099864,0,0
ENSMUSG00000099868,0,0
ENSMUSG00000099869,0,0
ENSMUSG00000099870,0,0
ENSMUSG00000099871,1,4
ENSMUSG00000099872,0,0
ENSMUSG00000099874,0,0
ENSMUSG00000099875,0,0
ENSMUSG00000099876,0,26
ENSMUSG00000099877,0,0
ENSMUSG00000099878,0,0
ENSMUSG00000099879,8,2
ENSMUSG00000099881,358,358
ENSMUSG00000099882,0,0
ENSMUSG00000099884,0,0
ENSMUSG00000099886,0,0
ENSMUSG00000099889,0,0
ENSMUSG00000099890,0,0
ENSMUSG00000099891,0,0
ENSMUSG00000099892,0,0
ENSMUSG00000099893,0,0
ENSMUSG00000099895,0,0
ENSMUSG00000099898,0,0
ENSMUSG00000099899,0,0
ENSMUSG00000099900,0,0
ENSMUSG00000099901,0,3
ENSMUSG00000099902,24,2
ENSMUSG00000099905,0,0
ENSMUSG00000099906,0,0
ENSMUSG00000099907,0,0
ENSMUSG00000099913,4,3
ENSMUSG00000099917,0,0
ENSMUSG00000099918,0,0
ENSMUSG00000099922,2,0
ENSMUSG00000099923,4,0
ENSMUSG00000099924,0,0
ENSMUSG00000099926,0,0
ENSMUSG00000099927,2,0
ENSMUSG00000099928,0,0
ENSMUSG00000099930,0,2
ENSMUSG00000099931,0,0
ENSMUSG00000099932,0,0
ENSMUSG00000099933,0,0
ENSMUSG00000099934,0,0
ENSMUSG00000099936,0,2
ENSMUSG00000099937,0,0
ENSMUSG00000099938,0,0
ENSMUSG00000099941,0,0
ENSMUSG00000099943,0,0
ENSMUSG00000099945,0,0
ENSMUSG00000099946,0,0
ENSMUSG00000099947,0,0
ENSMUSG00000099949,0,0
ENSMUSG00000099950,0,2
ENSMUSG00000099951,0,0
ENSMUSG00000099952,0,0
ENSMUSG00000099954,0,2
ENSMUSG00000099957,0,0
ENSMUSG00000099959,0,0
ENSMUSG00000099960,0,0
ENSMUSG00000099961,0,0
ENSMUSG00000099964,0,0
ENSMUSG00000099966,244,124
ENSMUSG00000099969,0,0
ENSMUSG00000099971,0,0
ENSMUSG00000099974,206,85
ENSMUSG00000099979,4,4
ENSMUSG00000099980,22,12
ENSMUSG00000099981,0,0
ENSMUSG00000099989,0,0
ENSMUSG00000099995,0,0
ENSMUSG00000099996,0,0
ENSMUSG00000099997,2,2
ENSMUSG00000099998,114,22
ENSMUSG00000100000,0,0
ENSMUSG00000100002,12,48
ENSMUSG00000100004,0,0
ENSMUSG00000100005,0,0
ENSMUSG00000100006,0,0
ENSMUSG00000100007,12,2
ENSMUSG00000100009,10,6
ENSMUSG00000100010,0,0
ENSMUSG00000100013,0,0
ENSMUSG00000100014,0,1
ENSMUSG00000100016,0,0
ENSMUSG00000100017,35,64
ENSMUSG00000100018,0,0
ENSMUSG00000100019,0,0
ENSMUSG00000100020,0,0
ENSMUSG00000100021,0,0
ENSMUSG00000100022,2,0
ENSMUSG00000100025,18,4
ENSMUSG00000100026,0,0
ENSMUSG00000100027,0,0
ENSMUSG00000100029,0,3
ENSMUSG00000100031,0,0
ENSMUSG00000100033,94,32
ENSMUSG00000100037,0,0
ENSMUSG00000100039,32,12
ENSMUSG00000100040,0,0
ENSMUSG00000100041,0,0
ENSMUSG00000100042,0,0
ENSMUSG00000100044,0,0
ENSMUSG00000100046,0,0
ENSMUSG00000100053,0,0
ENSMUSG00000100058,0,0
ENSMUSG00000100059,0,0
ENSMUSG00000100060,29,3
ENSMUSG00000100062,0,0
ENSMUSG00000100065,0,0
ENSMUSG00000100068,0,0
ENSMUSG00000100069,0,0
ENSMUSG00000100071,0,3
ENSMUSG00000100075,19,22
ENSMUSG00000100078,190,142
ENSMUSG00000100079,0,4
ENSMUSG00000100081,0,0
ENSMUSG00000100084,8,5
ENSMUSG00000100088,0,0
ENSMUSG00000100093,0,0
ENSMUSG00000100094,0,0
ENSMUSG00000100096,0,0
ENSMUSG00000100100,0,0
ENSMUSG00000100101,0,0
ENSMUSG00000100104,110,22
ENSMUSG00000100106,0,0
ENSMUSG00000100108,0,0
ENSMUSG00000100110,0,0
ENSMUSG00000100111,0,0
ENSMUSG00000100112,0,0
ENSMUSG00000100113,0,0
ENSMUSG00000100120,22,17
ENSMUSG00000100121,52,6
ENSMUSG00000100122,0,0
ENSMUSG00000100123,0,0
ENSMUSG00000100128,0,0
ENSMUSG00000100129,0,0
ENSMUSG00000100130,0,0
ENSMUSG00000100131,1742,215
ENSMUSG00000100135,2,4
ENSMUSG00000100138,0,0
ENSMUSG00000100141,0,0
ENSMUSG00000100146,0,0
ENSMUSG00000100147,48,8
ENSMUSG00000100151,0,0
ENSMUSG00000100152,0,0
ENSMUSG00000100153,0,0
ENSMUSG00000100154,1,0
ENSMUSG00000100155,1,0
ENSMUSG00000100156,0,0
ENSMUSG00000100157,4,6
ENSMUSG00000100158,0,16
ENSMUSG00000100160,8,2
ENSMUSG00000100164,98,54
ENSMUSG00000100166,0,0
ENSMUSG00000100168,0,0
ENSMUSG00000100170,0,0
ENSMUSG00000100174,2,8
ENSMUSG00000100175,0,0
ENSMUSG00000100176,0,1
ENSMUSG00000100177,0,0
ENSMUSG00000100178,0,0
ENSMUSG00000100180,0,0
ENSMUSG00000100182,0,6
ENSMUSG00000100183,3,4
ENSMUSG00000100185,0,0
ENSMUSG00000100186,0,0
ENSMUSG00000100188,0,0
ENSMUSG00000100190,0,0
ENSMUSG00000100192,0,0
ENSMUSG00000100197,0,0
ENSMUSG00000100198,0,0
ENSMUSG00000100199,22,6
ENSMUSG00000100201,16,26
ENSMUSG00000100202,0,0
ENSMUSG00000100204,8,0
ENSMUSG00000100205,0,0
ENSMUSG00000100209,0,0
ENSMUSG00000100210,0,24
ENSMUSG00000100211,0,0
ENSMUSG00000100212,0,0
ENSMUSG00000100213,27,31
ENSMUSG00000100215,40,14
ENSMUSG00000100217,6,7
ENSMUSG00000100218,0,0
ENSMUSG00000100219,0,0
ENSMUSG00000100221,0,0
ENSMUSG00000100222,0,0
ENSMUSG00000100225,0,0
ENSMUSG00000100228,0,0
ENSMUSG00000100230,0,0
ENSMUSG00000100234,0,0
ENSMUSG00000100235,64,21
ENSMUSG00000100236,0,0
ENSMUSG00000100241,0,0
ENSMUSG00000100247,0,2
ENSMUSG00000100250,0,0
ENSMUSG00000100252,0,0
ENSMUSG00000100253,0,0
ENSMUSG00000100254,0,0
ENSMUSG00000100255,0,0
ENSMUSG00000100261,2,0
ENSMUSG00000100265,0,0
ENSMUSG00000100266,0,0
ENSMUSG00000100267,0,0
ENSMUSG00000100269,0,2
ENSMUSG00000100272,0,0
ENSMUSG00000100279,0,0
ENSMUSG00000100280,84,80
ENSMUSG00000100281,32,11
ENSMUSG00000100282,0,4
ENSMUSG00000100287,7,1
ENSMUSG00000100290,0,0
ENSMUSG00000100291,68,74
ENSMUSG00000100294,0,0
ENSMUSG00000100296,0,0
ENSMUSG00000100302,0,0
ENSMUSG00000100303,0,0
ENSMUSG00000100304,0,0
ENSMUSG00000100305,0,0
ENSMUSG00000100306,0,0
ENSMUSG00000100309,0,0
ENSMUSG00000100310,0,0
ENSMUSG00000100313,0,0
ENSMUSG00000100314,0,0
ENSMUSG00000100315,0,0
ENSMUSG00000100318,0,0
ENSMUSG00000100319,2,0
ENSMUSG00000100320,0,0
ENSMUSG00000100324,0,0
ENSMUSG00000100335,0,1
ENSMUSG00000100336,0,0
ENSMUSG00000100337,0,0
ENSMUSG00000100340,0,0
ENSMUSG00000100341,0,0
ENSMUSG00000100344,0,0
ENSMUSG00000100346,0,0
ENSMUSG00000100347,39,9
ENSMUSG00000100349,15,12
ENSMUSG00000100351,0,16
ENSMUSG00000100354,0,0
ENSMUSG00000100357,0,0
ENSMUSG00000100358,0,0
ENSMUSG00000100361,0,2
ENSMUSG00000100362,0,0
ENSMUSG00000100367,13,13
ENSMUSG00000100372,0,0
ENSMUSG00000100374,0,0
ENSMUSG00000100376,0,0
ENSMUSG00000100378,0,0
ENSMUSG00000100380,0,0
ENSMUSG00000100381,0,0
ENSMUSG00000100382,0,0
ENSMUSG00000100383,0,2
ENSMUSG00000100386,0,0
ENSMUSG00000100389,4,2
ENSMUSG00000100392,6,6
ENSMUSG00000100393,0,0
ENSMUSG00000100394,0,3
ENSMUSG00000100395,0,0
ENSMUSG00000100396,28,50
ENSMUSG00000100397,0,2
ENSMUSG00000100398,0,0
ENSMUSG00000100405,10,4
ENSMUSG00000100410,0,0
ENSMUSG00000100416,0,0
ENSMUSG00000100418,0,0
ENSMUSG00000100420,0,0
ENSMUSG00000100426,4,0
ENSMUSG00000100429,0,0
ENSMUSG00000100432,2,0
ENSMUSG00000100434,0,0
ENSMUSG00000100436,0,0
ENSMUSG00000100437,0,0
ENSMUSG00000100439,0,0
ENSMUSG00000100441,6,8
ENSMUSG00000100443,0,0
ENSMUSG00000100444,0,0
ENSMUSG00000100450,0,0
ENSMUSG00000100451,0,0
ENSMUSG00000100454,13,9
ENSMUSG00000100455,53,77
ENSMUSG00000100457,0,0
ENSMUSG00000100458,0,0
ENSMUSG00000100459,0,0
ENSMUSG00000100465,66,7
ENSMUSG00000100466,0,0
ENSMUSG00000100468,0,0
ENSMUSG00000100470,0,0
ENSMUSG00000100471,0,0
ENSMUSG00000100475,0,0
ENSMUSG00000100476,0,0
ENSMUSG00000100480,4,8
ENSMUSG00000100481,14,2
ENSMUSG00000100483,0,0
ENSMUSG00000100484,0,0
ENSMUSG00000100486,0,14
ENSMUSG00000100487,0,0
ENSMUSG00000100490,0,0
ENSMUSG00000100496,0,0
ENSMUSG00000100497,0,0
ENSMUSG00000100503,0,0
ENSMUSG00000100504,0,0
ENSMUSG00000100505,0,0
ENSMUSG00000100510,0,0
ENSMUSG00000100511,0,0
ENSMUSG00000100512,0,0
ENSMUSG00000100513,0,0
ENSMUSG00000100514,53,14
ENSMUSG00000100515,0,0
ENSMUSG00000100516,0,0
ENSMUSG00000100517,0,0
ENSMUSG00000100518,0,0
ENSMUSG00000100522,0,0
ENSMUSG00000100523,0,0
ENSMUSG00000100524,0,0
ENSMUSG00000100525,0,0
ENSMUSG00000100527,0,0
ENSMUSG00000100528,0,0
ENSMUSG00000100530,0,0
ENSMUSG00000100534,0,0
ENSMUSG00000100538,0,0
ENSMUSG00000100543,0,0
ENSMUSG00000100546,0,0
ENSMUSG00000100548,161,65
ENSMUSG00000100549,0,0
ENSMUSG00000100550,0,0
ENSMUSG00000100551,0,0
ENSMUSG00000100553,0,0
ENSMUSG00000100554,0,2
ENSMUSG00000100555,0,2
ENSMUSG00000100556,0,0
ENSMUSG00000100557,0,0
ENSMUSG00000100558,0,0
ENSMUSG00000100561,0,0
ENSMUSG00000100562,0,0
ENSMUSG00000100563,0,0
ENSMUSG00000100566,0,0
ENSMUSG00000100568,0,0
ENSMUSG00000100572,0,3
ENSMUSG00000100573,0,0
ENSMUSG00000100577,0,0
ENSMUSG00000100580,0,0
ENSMUSG00000100583,0,1
ENSMUSG00000100585,0,0
ENSMUSG00000100586,0,0
ENSMUSG00000100589,0,0
ENSMUSG00000100590,0,0
ENSMUSG00000100592,0,0
ENSMUSG00000100594,92,45
ENSMUSG00000100595,0,0
ENSMUSG00000100596,0,2
ENSMUSG00000100599,9,14
ENSMUSG00000100600,0,0
ENSMUSG00000100602,0,0
ENSMUSG00000100605,2,9
ENSMUSG00000100613,0,0
ENSMUSG00000100615,7,12
ENSMUSG00000100616,0,0
ENSMUSG00000100617,0,0
ENSMUSG00000100620,0,0
ENSMUSG00000100621,2,4
ENSMUSG00000100622,2,0
ENSMUSG00000100623,0,0
ENSMUSG00000100625,0,1
ENSMUSG00000100627,294,42
ENSMUSG00000100629,54,64
ENSMUSG00000100630,0,0
ENSMUSG00000100632,0,7
ENSMUSG00000100635,0,0
ENSMUSG00000100636,0,0
ENSMUSG00000100639,0,0
ENSMUSG00000100642,0,0
ENSMUSG00000100648,0,0
ENSMUSG00000100650,0,0
ENSMUSG00000100652,0,0
ENSMUSG00000100654,0,0
ENSMUSG00000100657,0,0
ENSMUSG00000100658,467,720
ENSMUSG00000100660,0,0
ENSMUSG00000100662,0,0
ENSMUSG00000100663,0,0
ENSMUSG00000100664,0,0
ENSMUSG00000100665,0,0
ENSMUSG00000100666,0,0
ENSMUSG00000100668,0,0
ENSMUSG00000100670,0,0
ENSMUSG00000100671,0,2
ENSMUSG00000100672,0,0
ENSMUSG00000100674,0,0
ENSMUSG00000100679,0,0
ENSMUSG00000100680,0,5
ENSMUSG00000100681,0,0
ENSMUSG00000100684,0,0
ENSMUSG00000100685,0,0
ENSMUSG00000100687,0,0
ENSMUSG00000100689,0,0
ENSMUSG00000100690,0,0
ENSMUSG00000100691,77,140
ENSMUSG00000100696,0,0
ENSMUSG00000100697,0,0
ENSMUSG00000100701,60,6
ENSMUSG00000100702,0,0
ENSMUSG00000100703,0,0
ENSMUSG00000100704,0,0
ENSMUSG00000100706,0,0
ENSMUSG00000100707,0,2
ENSMUSG00000100711,0,0
ENSMUSG00000100713,0,0
ENSMUSG00000100714,5,1
ENSMUSG00000100717,0,0
ENSMUSG00000100720,0,2
ENSMUSG00000100721,0,0
ENSMUSG00000100727,0,0
ENSMUSG00000100728,0,0
ENSMUSG00000100732,0,0
ENSMUSG00000100733,0,0
ENSMUSG00000100734,0,0
ENSMUSG00000100736,0,0
ENSMUSG00000100743,0,0
ENSMUSG00000100744,0,0
ENSMUSG00000100747,10,4
ENSMUSG00000100750,2,0
ENSMUSG00000100751,0,0
ENSMUSG00000100754,0,0
ENSMUSG00000100755,0,0
ENSMUSG00000100758,0,0
ENSMUSG00000100759,0,0
ENSMUSG00000100760,4,2
ENSMUSG00000100761,0,0
ENSMUSG00000100762,0,0
ENSMUSG00000100763,3,6
ENSMUSG00000100764,8,2
ENSMUSG00000100767,0,0
ENSMUSG00000100768,2,0
ENSMUSG00000100769,0,0
ENSMUSG00000100770,1,0
ENSMUSG00000100774,2,0
ENSMUSG00000100775,0,0
ENSMUSG00000100776,0,0
ENSMUSG00000100777,0,0
ENSMUSG00000100779,0,3
ENSMUSG00000100781,0,0
ENSMUSG00000100782,2,2
ENSMUSG00000100786,0,0
ENSMUSG00000100788,0,0
ENSMUSG00000100789,0,0
ENSMUSG00000100791,0,0
ENSMUSG00000100794,6,4
ENSMUSG00000100795,0,0
ENSMUSG00000100796,0,0
ENSMUSG00000100798,0,3
ENSMUSG00000100799,0,0
ENSMUSG00000100801,2145,396
ENSMUSG00000100807,0,0
ENSMUSG00000100808,0,0
ENSMUSG00000100810,0,0
ENSMUSG00000100811,26,43
ENSMUSG00000100812,0,0
ENSMUSG00000100813,22,140
ENSMUSG00000100814,0,0
ENSMUSG00000100815,0,0
ENSMUSG00000100816,0,0
ENSMUSG00000100819,0,0
ENSMUSG00000100825,0,0
ENSMUSG00000100826,36,57
ENSMUSG00000100830,0,0
ENSMUSG00000100831,0,0
ENSMUSG00000100832,0,0
ENSMUSG00000100833,8,2
ENSMUSG00000100836,0,0
ENSMUSG00000100837,0,0
ENSMUSG00000100838,0,0
ENSMUSG00000100839,6,6
ENSMUSG00000100841,0,0
ENSMUSG00000100843,0,0
ENSMUSG00000100844,0,0
ENSMUSG00000100846,0,0
ENSMUSG00000100850,0,0
ENSMUSG00000100860,0,0
ENSMUSG00000100862,4837,574
ENSMUSG00000100863,164,56
ENSMUSG00000100866,0,0
ENSMUSG00000100867,0,0
ENSMUSG00000100868,0,0
ENSMUSG00000100872,0,0
ENSMUSG00000100876,8,8
ENSMUSG00000100880,9,1
ENSMUSG00000100884,0,0
ENSMUSG00000100886,0,0
ENSMUSG00000100890,0,0
ENSMUSG00000100893,0,0
ENSMUSG00000100894,0,0
ENSMUSG00000100895,0,0
ENSMUSG00000100899,0,0
ENSMUSG00000100901,0,2
ENSMUSG00000100903,0,0
ENSMUSG00000100904,0,0
ENSMUSG00000100905,0,0
ENSMUSG00000100908,0,0
ENSMUSG00000100910,0,3
ENSMUSG00000100911,0,0
ENSMUSG00000100912,0,0
ENSMUSG00000100913,0,0
ENSMUSG00000100916,2,0
ENSMUSG00000100917,0,0
ENSMUSG00000100920,0,0
ENSMUSG00000100922,0,2
ENSMUSG00000100923,0,0
ENSMUSG00000100926,0,0
ENSMUSG00000100927,0,2
ENSMUSG00000100929,0,0
ENSMUSG00000100931,21,6
ENSMUSG00000100932,0,0
ENSMUSG00000100935,0,0
ENSMUSG00000100936,0,0
ENSMUSG00000100937,58,64
ENSMUSG00000100940,0,0
ENSMUSG00000100941,0,0
ENSMUSG00000100943,0,0
ENSMUSG00000100944,0,0
ENSMUSG00000100945,0,0
ENSMUSG00000100949,0,0
ENSMUSG00000100950,0,0
ENSMUSG00000100954,6,6
ENSMUSG00000100955,0,0
ENSMUSG00000100959,0,2
ENSMUSG00000100962,0,0
ENSMUSG00000100965,0,0
ENSMUSG00000100966,0,0
ENSMUSG00000100975,261,333
ENSMUSG00000100977,0,0
ENSMUSG00000100979,0,0
ENSMUSG00000100980,0,4
ENSMUSG00000100981,0,0
ENSMUSG00000100990,0,0
ENSMUSG00000100998,0,0
ENSMUSG00000101000,0,0
ENSMUSG00000101001,0,0
ENSMUSG00000101004,0,0
ENSMUSG00000101006,0,0
ENSMUSG00000101007,0,0
ENSMUSG00000101008,0,0
ENSMUSG00000101009,0,0
ENSMUSG00000101011,0,0
ENSMUSG00000101013,6,5
ENSMUSG00000101014,0,0
ENSMUSG00000101015,0,0
ENSMUSG00000101023,0,0
ENSMUSG00000101025,0,0
ENSMUSG00000101027,0,0
ENSMUSG00000101028,0,0
ENSMUSG00000101029,0,0
ENSMUSG00000101033,0,0
ENSMUSG00000101035,0,0
ENSMUSG00000101037,34,58
ENSMUSG00000101039,0,0
ENSMUSG00000101042,0,0
ENSMUSG00000101046,0,0
ENSMUSG00000101049,0,0
ENSMUSG00000101051,2,0
ENSMUSG00000101054,0,0
ENSMUSG00000101059,0,5
ENSMUSG00000101061,1,10
ENSMUSG00000101062,0,0
ENSMUSG00000101063,0,0
ENSMUSG00000101065,0,0
ENSMUSG00000101067,0,0
ENSMUSG00000101073,0,0
ENSMUSG00000101074,0,0
ENSMUSG00000101076,0,0
ENSMUSG00000101077,1,2
ENSMUSG00000101078,0,0
ENSMUSG00000101085,1,1
ENSMUSG00000101086,0,0
ENSMUSG00000101087,0,0
ENSMUSG00000101093,0,0
ENSMUSG00000101097,0,0
ENSMUSG00000101101,0,0
ENSMUSG00000101102,0,0
ENSMUSG00000101104,1,0
ENSMUSG00000101111,4889,345
ENSMUSG00000101112,0,0
ENSMUSG00000101116,0,0
ENSMUSG00000101117,0,0
ENSMUSG00000101122,3,5
ENSMUSG00000101126,0,0
ENSMUSG00000101129,0,0
ENSMUSG00000101130,0,0
ENSMUSG00000101133,11,29
ENSMUSG00000101135,0,0
ENSMUSG00000101136,0,0
ENSMUSG00000101137,0,0
ENSMUSG00000101144,0,2
ENSMUSG00000101151,0,0
ENSMUSG00000101152,0,0
ENSMUSG00000101153,0,0
ENSMUSG00000101154,0,0
ENSMUSG00000101156,0,1
ENSMUSG00000101159,0,0
ENSMUSG00000101162,1,3
ENSMUSG00000101163,0,0
ENSMUSG00000101166,0,3
ENSMUSG00000101168,1,0
ENSMUSG00000101171,0,3
ENSMUSG00000101172,8,5
ENSMUSG00000101173,0,0
ENSMUSG00000101174,0,0
ENSMUSG00000101179,0,0
ENSMUSG00000101180,0,0
ENSMUSG00000101183,0,0
ENSMUSG00000101185,0,0
ENSMUSG00000101186,0,0
ENSMUSG00000101188,1486,456
ENSMUSG00000101189,0,0
ENSMUSG00000101191,30,39
ENSMUSG00000101195,0,0
ENSMUSG00000101196,0,0
ENSMUSG00000101199,0,0
ENSMUSG00000101203,0,0
ENSMUSG00000101206,0,0
ENSMUSG00000101208,0,0
ENSMUSG00000101209,41,9
ENSMUSG00000101210,5,11
ENSMUSG00000101211,0,0
ENSMUSG00000101214,0,6
ENSMUSG00000101219,3,1
ENSMUSG00000101220,0,0
ENSMUSG00000101223,17,8
ENSMUSG00000101224,4,0
ENSMUSG00000101225,48,69
ENSMUSG00000101226,0,0
ENSMUSG00000101227,0,0
ENSMUSG00000101231,0,0
ENSMUSG00000101232,0,0
ENSMUSG00000101235,0,0
ENSMUSG00000101236,6,2
ENSMUSG00000101237,0,0
ENSMUSG00000101240,0,0
ENSMUSG00000101242,0,0
ENSMUSG00000101248,0,0
ENSMUSG00000101249,3348,352
ENSMUSG00000101251,0,0
ENSMUSG00000101252,0,0
ENSMUSG00000101253,0,0
ENSMUSG00000101258,0,4
ENSMUSG00000101261,0,0
ENSMUSG00000101262,82,12
ENSMUSG00000101265,0,0
ENSMUSG00000101266,0,0
ENSMUSG00000101268,0,4
ENSMUSG00000101270,0,0
ENSMUSG00000101275,0,0
ENSMUSG00000101279,13,5
ENSMUSG00000101280,0,0
ENSMUSG00000101281,0,0
ENSMUSG00000101287,0,0
ENSMUSG00000101288,0,0
ENSMUSG00000101295,0,0
ENSMUSG00000101296,0,0
ENSMUSG00000101297,0,0
ENSMUSG00000101298,0,0
ENSMUSG00000101299,0,0
ENSMUSG00000101301,0,0
ENSMUSG00000101303,0,0
ENSMUSG00000101304,2,0
ENSMUSG00000101306,0,0
ENSMUSG00000101308,12,2
ENSMUSG00000101309,6,0
ENSMUSG00000101312,0,0
ENSMUSG00000101314,0,0
ENSMUSG00000101315,0,0
ENSMUSG00000101316,22,2
ENSMUSG00000101320,4,13
ENSMUSG00000101324,0,0
ENSMUSG00000101325,0,0
ENSMUSG00000101327,0,0
ENSMUSG00000101328,2,4
ENSMUSG00000101330,3,0
ENSMUSG00000101332,0,0
ENSMUSG00000101333,0,0
ENSMUSG00000101334,0,0
ENSMUSG00000101335,62,67
ENSMUSG00000101337,4,4
ENSMUSG00000101338,0,0
ENSMUSG00000101344,0,0
ENSMUSG00000101345,0,0
ENSMUSG00000101348,0,0
ENSMUSG00000101352,0,0
ENSMUSG00000101355,0,13
ENSMUSG00000101357,0,0
ENSMUSG00000101360,0,2
ENSMUSG00000101362,0,0
ENSMUSG00000101363,1,0
ENSMUSG00000101365,3,18
ENSMUSG00000101370,0,0
ENSMUSG00000101371,0,0
ENSMUSG00000101372,8,0
ENSMUSG00000101373,0,0
ENSMUSG00000101375,0,0
ENSMUSG00000101376,0,2
ENSMUSG00000101378,0,0
ENSMUSG00000101385,0,0
ENSMUSG00000101386,0,0
ENSMUSG00000101387,0,0
ENSMUSG00000101389,3161,1233
ENSMUSG00000101391,0,0
ENSMUSG00000101394,0,0
ENSMUSG00000101395,0,0
ENSMUSG00000101397,0,0
ENSMUSG00000101400,1,3
ENSMUSG00000101401,0,0
ENSMUSG00000101404,0,3
ENSMUSG00000101410,0,0
ENSMUSG00000101411,0,0
ENSMUSG00000101413,0,0
ENSMUSG00000101414,0,0
